,soc
8144,1.01
8145,1.0
8146,1.0
8147,1.0
8148,1.0
8149,1.0
8150,1.0
8151,1.0
8152,1.0
8153,1.0
8154,1.0
8155,1.0
8156,1.0
8157,1.0
8158,1.0
8159,1.0
8160,1.0
8161,1.0
8162,1.0
8163,1.0
8164,1.0
8165,1.0
8166,1.0
8167,1.0
8168,1.0
8169,1.0
8170,1.0
8171,1.0
8172,1.0
8173,1.0
8174,1.0
8175,1.0
8176,1.0
8177,1.0
8178,1.0
8179,1.0
8180,1.0
8181,1.0
8182,1.0
8183,1.0
8184,1.0
8185,1.0
8186,1.0
8187,1.0
8188,1.0
8189,1.0
8190,1.0
8191,1.0
8192,1.0
8193,1.0
8194,1.0
8195,1.0
8196,0.99
8197,0.99
8198,0.99
8199,0.99
8200,0.99
8201,0.99
8202,0.99
8203,0.99
8204,0.99
8205,0.99
8206,0.99
8207,0.99
8208,0.99
8209,0.99
8210,0.99
8211,0.99
8212,0.99
8213,0.99
8214,0.99
8215,0.99
8216,0.99
8217,0.99
8218,0.99
8219,0.99
8220,0.99
8221,0.99
8222,0.99
8223,0.99
8224,0.99
8225,0.99
8226,0.99
8227,0.99
8228,0.99
8229,0.99
8230,0.99
8231,0.99
8232,0.99
8233,0.99
8234,0.99
8235,0.99
8236,0.99
8237,0.99
8238,0.99
8239,0.99
8240,0.99
8241,0.99
8242,0.99
8243,0.99
8244,0.99
8245,0.99
8246,0.99
8247,0.99
8248,0.99
8249,0.99
8250,0.98
8251,0.98
8252,0.98
8253,0.98
8254,0.98
8255,0.98
8256,0.98
8257,0.98
8258,0.98
8259,0.98
8260,0.98
8261,0.98
8262,0.98
8263,0.98
8264,0.98
8265,0.98
8266,0.98
8267,0.98
8268,0.98
8269,0.98
8270,0.98
8271,0.98
8272,0.98
8273,0.98
8274,0.98
8275,0.98
8276,0.98
8277,0.98
8278,0.98
8279,0.98
8280,0.98
8281,0.98
8282,0.98
8283,0.98
8284,0.98
8285,0.98
8286,0.98
8287,0.98
8288,0.98
8289,0.98
8290,0.98
8291,0.98
8292,0.98
8293,0.98
8294,0.98
8295,0.98
8296,0.98
8297,0.98
8298,0.98
8299,0.98
8300,0.98
8301,0.98
8302,0.98
8303,0.98
8304,0.98
8305,0.98
8306,0.98
8307,0.98
8308,0.97
8309,0.97
8310,0.97
8311,0.97
8312,0.97
8313,0.97
8314,0.97
8315,0.97
8316,0.97
8317,0.97
8318,0.97
8319,0.97
8320,0.97
8321,0.97
8322,0.97
8323,0.97
8324,0.97
8325,0.97
8326,0.97
8327,0.97
8328,0.97
8329,0.97
8330,0.97
8331,0.97
8332,0.97
8333,0.97
8334,0.97
8335,0.97
8336,0.97
8337,0.97
8338,0.97
8339,0.97
8340,0.97
8341,0.97
8342,0.97
8343,0.97
8344,0.97
8345,0.97
8346,0.97
8347,0.97
8348,0.97
8349,0.97
8350,0.97
8351,0.97
8352,0.97
8353,0.97
8354,0.97
8355,0.97
8356,0.97
8357,0.97
8358,0.97
8359,0.97
8360,0.97
8361,0.97
8362,0.97
8363,0.97
8364,0.97
8365,0.97
8366,0.97
8367,0.97
8368,0.97
8369,0.97
8370,0.97
8371,0.97
8372,0.97
8373,0.97
8374,0.97
8375,0.97
8376,0.96
8377,0.96
8378,0.96
8379,0.96
8380,0.96
8381,0.96
8382,0.96
8383,0.96
8384,0.96
8385,0.96
8386,0.96
8387,0.96
8388,0.96
8389,0.96
8390,0.96
8391,0.96
8392,0.96
8393,0.96
8394,0.96
8395,0.96
8396,0.96
8397,0.96
8398,0.96
8399,0.96
8400,0.96
8401,0.96
8402,0.96
8403,0.96
8404,0.96
8405,0.96
8406,0.96
8407,0.96
8408,0.96
8409,0.96
8410,0.96
8411,0.96
8412,0.96
8413,0.96
8414,0.96
8415,0.96
8416,0.96
8417,0.96
8418,0.96
8419,0.96
8420,0.96
8421,0.96
8422,0.96
8423,0.96
8424,0.96
8425,0.96
8426,0.96
8427,0.96
8428,0.95
8429,0.95
8430,0.95
8431,0.95
8432,0.95
8433,0.95
8434,0.95
8435,0.95
8436,0.95
8437,0.95
8438,0.95
8439,0.95
8440,0.95
8441,0.95
8442,0.95
8443,0.95
8444,0.95
8445,0.95
8446,0.95
8447,0.95
8448,0.95
8449,0.95
8450,0.95
8451,0.95
8452,0.95
8453,0.95
8454,0.95
8455,0.95
8456,0.95
8457,0.95
8458,0.95
8459,0.95
8460,0.95
8461,0.95
8462,0.95
8463,0.95
8464,0.95
8465,0.95
8466,0.95
8467,0.95
8468,0.95
8469,0.95
8470,0.95
8471,0.95
8472,0.95
8473,0.95
8474,0.95
8475,0.95
8476,0.95
8477,0.95
8478,0.95
8479,0.94
8480,0.94
8481,0.94
8482,0.94
8483,0.94
8484,0.94
8485,0.94
8486,0.94
8487,0.94
8488,0.94
8489,0.94
8490,0.94
8491,0.94
8492,0.94
8493,0.94
8494,0.94
8495,0.94
8496,0.94
8497,0.94
8498,0.94
8499,0.94
8500,0.94
8501,0.94
8502,0.94
8503,0.94
8504,0.94
8505,0.94
8506,0.94
8507,0.94
8508,0.94
8509,0.94
8510,0.94
8511,0.94
8512,0.94
8513,0.94
8514,0.94
8515,0.94
8516,0.94
8517,0.94
8518,0.94
8519,0.94
8520,0.94
8521,0.94
8522,0.94
8523,0.94
8524,0.94
8525,0.94
8526,0.94
8527,0.94
8528,0.94
8529,0.94
8530,0.94
8531,0.94
8532,0.94
8533,0.93
8534,0.93
8535,0.93
8536,0.93
8537,0.93
8538,0.93
8539,0.93
8540,0.93
8541,0.93
8542,0.93
8543,0.93
8544,0.93
8545,0.93
8546,0.93
8547,0.93
8548,0.93
8549,0.93
8550,0.93
8551,0.93
8552,0.93
8553,0.93
8554,0.93
8555,0.93
8556,0.93
8557,0.93
8558,0.93
8559,0.93
8560,0.93
8561,0.93
8562,0.93
8563,0.93
8564,0.93
8565,0.93
8566,0.93
8567,0.93
8568,0.93
8569,0.93
8570,0.93
8571,0.93
8572,0.93
8573,0.93
8574,0.93
8575,0.93
8576,0.93
8577,0.93
8578,0.93
8579,0.93
8580,0.93
8581,0.93
8582,0.93
8583,0.93
8584,0.92
8585,0.92
8586,0.92
8587,0.92
8588,0.92
8589,0.92
8590,0.92
8591,0.92
8592,0.92
8593,0.92
8594,0.92
8595,0.92
8596,0.92
8597,0.92
8598,0.92
8599,0.92
8600,0.92
8601,0.92
8602,0.92
8603,0.92
8604,0.92
8605,0.92
8606,0.92
8607,0.92
8608,0.92
8609,0.92
8610,0.92
8611,0.92
8612,0.92
8613,0.92
8614,0.92
8615,0.92
8616,0.92
8617,0.92
8618,0.92
8619,0.92
8620,0.92
8621,0.92
8622,0.92
8623,0.92
8624,0.92
8625,0.92
8626,0.92
8627,0.92
8628,0.92
8629,0.92
8630,0.92
8631,0.92
8632,0.92
8633,0.92
8634,0.92
8635,0.92
8636,0.92
8637,0.92
8638,0.92
8639,0.92
8640,0.91
8641,0.91
8642,0.91
8643,0.91
8644,0.91
8645,0.91
8646,0.91
8647,0.91
8648,0.91
8649,0.91
8650,0.91
8651,0.91
8652,0.91
8653,0.91
8654,0.91
8655,0.91
8656,0.91
8657,0.91
8658,0.91
8659,0.91
8660,0.91
8661,0.91
8662,0.91
8663,0.91
8664,0.91
8665,0.91
8666,0.91
8667,0.91
8668,0.91
8669,0.91
8670,0.91
8671,0.91
8672,0.91
8673,0.91
8674,0.91
8675,0.91
8676,0.91
8677,0.91
8678,0.91
8679,0.91
8680,0.91
8681,0.91
8682,0.91
8683,0.91
8684,0.91
8685,0.91
8686,0.91
8687,0.91
8688,0.91
8689,0.91
8690,0.91
8691,0.91
8692,0.91
8693,0.91
8694,0.91
8695,0.91
8696,0.91
8697,0.91
8698,0.91
8699,0.91
8700,0.9
8701,0.9
8702,0.9
8703,0.9
8704,0.9
8705,0.9
8706,0.9
8707,0.9
8708,0.9
8709,0.9
8710,0.9
8711,0.9
8712,0.9
8713,0.9
8714,0.9
8715,0.9
8716,0.9
8717,0.9
8718,0.9
8719,0.9
8720,0.9
8721,0.9
8722,0.9
8723,0.9
8724,0.9
8725,0.9
8726,0.9
8727,0.9
8728,0.9
8729,0.9
8730,0.9
8731,0.9
8732,0.9
8733,0.9
8734,0.9
8735,0.9
8736,0.9
8737,0.9
8738,0.9
8739,0.9
8740,0.9
8741,0.9
8742,0.9
8743,0.9
8744,0.9
8745,0.9
8746,0.9
8747,0.9
8748,0.9
8749,0.9
8750,0.9
8751,0.9
8752,0.9
8753,0.9
8754,0.9
8755,0.9
8756,0.89
8757,0.89
8758,0.89
8759,0.89
8760,0.89
8761,0.89
8762,0.89
8763,0.89
8764,0.89
8765,0.89
8766,0.89
8767,0.89
8768,0.89
8769,0.89
8770,0.89
8771,0.89
8772,0.89
8773,0.89
8774,0.89
8775,0.89
8776,0.89
8777,0.89
8778,0.89
8779,0.89
8780,0.89
8781,0.89
8782,0.89
8783,0.89
8784,0.89
8785,0.89
8786,0.89
8787,0.89
8788,0.89
8789,0.89
8790,0.89
8791,0.89
8792,0.89
8793,0.89
8794,0.89
8795,0.89
8796,0.89
8797,0.89
8798,0.89
8799,0.88
8800,0.88
8801,0.88
8802,0.88
8803,0.88
8804,0.88
8805,0.88
8806,0.88
8807,0.88
8808,0.88
8809,0.88
8810,0.88
8811,0.88
8812,0.88
8813,0.88
8814,0.88
8815,0.88
8816,0.88
8817,0.88
8818,0.88
8819,0.88
8820,0.88
8821,0.88
8822,0.88
8823,0.88
8824,0.88
8825,0.88
8826,0.88
8827,0.88
8828,0.88
8829,0.88
8830,0.88
8831,0.88
8832,0.88
8833,0.88
8834,0.88
8835,0.88
8836,0.88
8837,0.88
8838,0.88
8839,0.88
8840,0.88
8841,0.88
8842,0.88
8843,0.88
8844,0.88
8845,0.88
8846,0.88
8847,0.88
8848,0.88
8849,0.88
8850,0.88
8851,0.87
8852,0.87
8853,0.87
8854,0.87
8855,0.87
8856,0.87
8857,0.87
8858,0.87
8859,0.87
8860,0.87
8861,0.87
8862,0.87
8863,0.87
8864,0.87
8865,0.87
8866,0.87
8867,0.87
8868,0.87
8869,0.87
8870,0.87
8871,0.87
8872,0.87
8873,0.87
8874,0.87
8875,0.87
8876,0.87
8877,0.87
8878,0.87
8879,0.87
8880,0.87
8881,0.87
8882,0.87
8883,0.87
8884,0.87
8885,0.87
8886,0.87
8887,0.87
8888,0.87
8889,0.87
8890,0.87
8891,0.87
8892,0.87
8893,0.87
8894,0.87
8895,0.87
8896,0.87
8897,0.87
8898,0.87
8899,0.87
8900,0.87
8901,0.87
8902,0.87
8903,0.87
8904,0.87
8905,0.87
8906,0.87
8907,0.87
8908,0.87
8909,0.87
8910,0.87
8911,0.87
8912,0.87
8913,0.87
8914,0.87
8915,0.86
8916,0.86
8917,0.86
8918,0.86
8919,0.86
8920,0.86
8921,0.86
8922,0.86
8923,0.86
8924,0.86
8925,0.86
8926,0.86
8927,0.86
8928,0.86
8929,0.86
8930,0.86
8931,0.86
8932,0.86
8933,0.86
8934,0.86
8935,0.86
8936,0.86
8937,0.86
8938,0.86
8939,0.86
8940,0.86
8941,0.86
8942,0.86
8943,0.86
8944,0.86
8945,0.86
8946,0.86
8947,0.86
8948,0.86
8949,0.86
8950,0.86
8951,0.86
8952,0.86
8953,0.86
8954,0.86
8955,0.86
8956,0.86
8957,0.86
8958,0.86
8959,0.86
8960,0.86
8961,0.86
8962,0.86
8963,0.86
8964,0.86
8965,0.86
8966,0.86
8967,0.86
8968,0.86
8969,0.86
8970,0.85
8971,0.85
8972,0.85
8973,0.85
8974,0.85
8975,0.85
8976,0.85
8977,0.85
8978,0.85
8979,0.85
8980,0.85
8981,0.85
8982,0.85
8983,0.85
8984,0.85
8985,0.85
8986,0.85
8987,0.85
8988,0.85
8989,0.85
8990,0.85
8991,0.85
8992,0.85
8993,0.85
8994,0.85
8995,0.85
8996,0.85
8997,0.85
8998,0.85
8999,0.85
9000,0.85
9001,0.85
9002,0.85
9003,0.85
9004,0.85
9005,0.85
9006,0.85
9007,0.85
9008,0.85
9009,0.85
9010,0.85
9011,0.85
9012,0.85
9013,0.85
9014,0.85
9015,0.85
9016,0.85
9017,0.85
9018,0.85
9019,0.84
9020,0.84
9021,0.84
9022,0.84
9023,0.84
9024,0.84
9025,0.84
9026,0.84
9027,0.84
9028,0.84
9029,0.84
9030,0.84
9031,0.84
9032,0.84
9033,0.84
9034,0.84
9035,0.84
9036,0.84
9037,0.84
9038,0.84
9039,0.84
9040,0.84
9041,0.84
9042,0.84
9043,0.84
9044,0.84
9045,0.84
9046,0.84
9047,0.84
9048,0.84
9049,0.84
9050,0.84
9051,0.84
9052,0.84
9053,0.84
9054,0.84
9055,0.84
9056,0.84
9057,0.84
9058,0.84
9059,0.84
9060,0.84
9061,0.84
9062,0.84
9063,0.84
9064,0.84
9065,0.84
9066,0.84
9067,0.84
9068,0.84
9069,0.84
9070,0.84
9071,0.84
9072,0.84
9073,0.84
9074,0.84
9075,0.84
9076,0.84
9077,0.84
9078,0.84
9079,0.83
9080,0.83
9081,0.83
9082,0.83
9083,0.83
9084,0.83
9085,0.83
9086,0.83
9087,0.83
9088,0.83
9089,0.83
9090,0.83
9091,0.83
9092,0.83
9093,0.83
9094,0.83
9095,0.83
9096,0.83
9097,0.83
9098,0.83
9099,0.83
9100,0.83
9101,0.83
9102,0.83
9103,0.83
9104,0.83
9105,0.83
9106,0.83
9107,0.83
9108,0.83
9109,0.83
9110,0.83
9111,0.83
9112,0.83
9113,0.83
9114,0.83
9115,0.83
9116,0.83
9117,0.83
9118,0.83
9119,0.83
9120,0.83
9121,0.83
9122,0.83
9123,0.83
9124,0.83
9125,0.83
9126,0.83
9127,0.83
9128,0.83
9129,0.83
9130,0.83
9131,0.83
9132,0.83
9133,0.83
9134,0.83
9135,0.83
9136,0.83
9137,0.83
9138,0.83
9139,0.83
9140,0.83
9141,0.83
9142,0.83
9143,0.82
9144,0.82
9145,0.82
9146,0.82
9147,0.82
9148,0.82
9149,0.82
9150,0.82
9151,0.82
9152,0.82
9153,0.82
9154,0.82
9155,0.82
9156,0.82
9157,0.82
9158,0.82
9159,0.82
9160,0.82
9161,0.82
9162,0.82
9163,0.82
9164,0.82
9165,0.82
9166,0.82
9167,0.82
9168,0.82
9169,0.82
9170,0.82
9171,0.82
9172,0.82
9173,0.82
9174,0.82
9175,0.82
9176,0.82
9177,0.82
9178,0.82
9179,0.82
9180,0.82
9181,0.82
9182,0.82
9183,0.82
9184,0.82
9185,0.82
9186,0.82
9187,0.82
9188,0.82
9189,0.82
9190,0.82
9191,0.82
9192,0.82
9193,0.82
9194,0.82
9195,0.82
9196,0.82
9197,0.82
9198,0.82
9199,0.82
9200,0.82
9201,0.82
9202,0.82
9203,0.81
9204,0.81
9205,0.81
9206,0.81
9207,0.81
9208,0.81
9209,0.81
9210,0.81
9211,0.81
9212,0.81
9213,0.81
9214,0.81
9215,0.81
9216,0.81
9217,0.81
9218,0.81
9219,0.81
9220,0.81
9221,0.81
9222,0.81
9223,0.81
9224,0.81
9225,0.81
9226,0.81
9227,0.81
9228,0.81
9229,0.81
9230,0.81
9231,0.81
9232,0.81
9233,0.81
9234,0.81
9235,0.81
9236,0.81
9237,0.81
9238,0.81
9239,0.81
9240,0.81
9241,0.81
9242,0.8
9243,0.8
9244,0.8
9245,0.8
9246,0.8
9247,0.8
9248,0.8
9249,0.8
9250,0.8
9251,0.8
9252,0.8
9253,0.8
9254,0.8
9255,0.8
9256,0.8
9257,0.8
9258,0.8
9259,0.8
9260,0.8
9261,0.8
9262,0.8
9263,0.8
9264,0.8
9265,0.8
9266,0.8
9267,0.8
9268,0.8
9269,0.8
9270,0.8
9271,0.8
9272,0.8
9273,0.8
9274,0.8
9275,0.8
9276,0.8
9277,0.8
9278,0.8
9279,0.8
9280,0.8
9281,0.8
9282,0.8
9283,0.8
9284,0.8
9285,0.8
9286,0.8
9287,0.8
9288,0.8
9289,0.8
9290,0.8
9291,0.8
9292,0.8
9293,0.8
9294,0.8
9295,0.8
9296,0.8
9297,0.8
9298,0.8
9299,0.8
9300,0.8
9301,0.8
9302,0.8
9303,0.8
9304,0.79
9305,0.79
9306,0.79
9307,0.79
9308,0.79
9309,0.79
9310,0.79
9311,0.79
9312,0.79
9313,0.79
9314,0.79
9315,0.79
9316,0.79
9317,0.79
9318,0.79
9319,0.79
9320,0.79
9321,0.79
9322,0.79
9323,0.79
9324,0.79
9325,0.79
9326,0.79
9327,0.79
9328,0.79
9329,0.79
9330,0.79
9331,0.79
9332,0.79
9333,0.79
9334,0.79
9335,0.79
9336,0.79
9337,0.79
9338,0.79
9339,0.79
9340,0.79
9341,0.79
9342,0.79
9343,0.79
9344,0.79
9345,0.79
9346,0.79
9347,0.79
9348,0.79
9349,0.79
9350,0.79
9351,0.79
9352,0.79
9353,0.79
9354,0.79
9355,0.79
9356,0.79
9357,0.79
9358,0.79
9359,0.79
9360,0.79
9361,0.79
9362,0.79
9363,0.79
9364,0.78
9365,0.78
9366,0.78
9367,0.78
9368,0.78
9369,0.78
9370,0.78
9371,0.78
9372,0.78
9373,0.78
9374,0.78
9375,0.78
9376,0.78
9377,0.78
9378,0.78
9379,0.78
9380,0.78
9381,0.78
9382,0.78
9383,0.78
9384,0.78
9385,0.78
9386,0.78
9387,0.78
9388,0.78
9389,0.78
9390,0.78
9391,0.78
9392,0.78
9393,0.78
9394,0.78
9395,0.78
9396,0.78
9397,0.78
9398,0.78
9399,0.78
9400,0.78
9401,0.78
9402,0.78
9403,0.78
9404,0.78
9405,0.78
9406,0.78
9407,0.78
9408,0.78
9409,0.78
9410,0.78
9411,0.78
9412,0.78
9413,0.78
9414,0.78
9415,0.78
9416,0.78
9417,0.78
9418,0.78
9419,0.78
9420,0.78
9421,0.78
9422,0.78
9423,0.78
9424,0.77
9425,0.77
9426,0.77
9427,0.77
9428,0.77
9429,0.77
9430,0.77
9431,0.77
9432,0.77
9433,0.77
9434,0.77
9435,0.77
9436,0.77
9437,0.77
9438,0.77
9439,0.77
9440,0.77
9441,0.77
9442,0.77
9443,0.77
9444,0.77
9445,0.77
9446,0.77
9447,0.77
9448,0.77
9449,0.77
9450,0.77
9451,0.77
9452,0.77
9453,0.77
9454,0.77
9455,0.77
9456,0.77
9457,0.77
9458,0.77
9459,0.77
9460,0.77
9461,0.77
9462,0.77
9463,0.77
9464,0.77
9465,0.77
9466,0.77
9467,0.77
9468,0.77
9469,0.77
9470,0.77
9471,0.77
9472,0.77
9473,0.77
9474,0.77
9475,0.77
9476,0.77
9477,0.77
9478,0.77
9479,0.77
9480,0.77
9481,0.77
9482,0.77
9483,0.77
9484,0.77
9485,0.77
9486,0.77
9487,0.77
9488,0.76
9489,0.76
9490,0.76
9491,0.76
9492,0.76
9493,0.76
9494,0.76
9495,0.76
9496,0.76
9497,0.76
9498,0.76
9499,0.76
9500,0.76
9501,0.76
9502,0.76
9503,0.76
9504,0.76
9505,0.76
9506,0.76
9507,0.76
9508,0.76
9509,0.76
9510,0.76
9511,0.76
9512,0.76
9513,0.76
9514,0.76
9515,0.76
9516,0.76
9517,0.76
9518,0.76
9519,0.76
9520,0.76
9521,0.76
9522,0.76
9523,0.76
9524,0.76
9525,0.76
9526,0.76
9527,0.76
9528,0.76
9529,0.76
9530,0.76
9531,0.76
9532,0.76
9533,0.76
9534,0.76
9535,0.76
9536,0.76
9537,0.76
9538,0.76
9539,0.76
9540,0.76
9541,0.76
9542,0.76
9543,0.76
9544,0.76
9545,0.76
9546,0.76
9547,0.76
9548,0.75
9549,0.75
9550,0.75
9551,0.75
9552,0.75
9553,0.75
9554,0.75
9555,0.75
9556,0.75
9557,0.75
9558,0.75
9559,0.75
9560,0.75
9561,0.75
9562,0.75
9563,0.75
9564,0.75
9565,0.75
9566,0.75
9567,0.75
9568,0.75
9569,0.75
9570,0.75
9571,0.75
9572,0.75
9573,0.75
9574,0.75
9575,0.75
9576,0.75
9577,0.75
9578,0.75
9579,0.75
9580,0.75
9581,0.75
9582,0.75
9583,0.75
9584,0.75
9585,0.75
9586,0.75
9587,0.75
9588,0.75
9589,0.75
9590,0.75
9591,0.75
9592,0.75
9593,0.75
9594,0.75
9595,0.75
9596,0.75
9597,0.75
9598,0.75
9599,0.75
9600,0.75
9601,0.75
9602,0.75
9603,0.75
9604,0.75
9605,0.75
9606,0.75
9607,0.75
9608,0.75
9609,0.75
9610,0.74
9611,0.74
9612,0.74
9613,0.74
9614,0.74
9615,0.74
9616,0.74
9617,0.74
9618,0.74
9619,0.74
9620,0.74
9621,0.74
9622,0.74
9623,0.74
9624,0.74
9625,0.74
9626,0.74
9627,0.74
9628,0.74
9629,0.74
9630,0.74
9631,0.74
9632,0.74
9633,0.74
9634,0.74
9635,0.74
9636,0.74
9637,0.74
9638,0.74
9639,0.74
9640,0.74
9641,0.74
9642,0.74
9643,0.74
9644,0.74
9645,0.74
9646,0.74
9647,0.74
9648,0.74
9649,0.74
9650,0.74
9651,0.74
9652,0.74
9653,0.74
9654,0.74
9655,0.74
9656,0.74
9657,0.74
9658,0.74
9659,0.74
9660,0.74
9661,0.74
9662,0.74
9663,0.74
9664,0.74
9665,0.74
9666,0.74
9667,0.74
9668,0.74
9669,0.73
9670,0.73
9671,0.73
9672,0.73
9673,0.73
9674,0.73
9675,0.73
9676,0.73
9677,0.73
9678,0.73
9679,0.73
9680,0.73
9681,0.73
9682,0.73
9683,0.73
9684,0.73
9685,0.73
9686,0.73
9687,0.73
9688,0.73
9689,0.73
9690,0.73
9691,0.73
9692,0.73
9693,0.73
9694,0.73
9695,0.73
9696,0.73
9697,0.73
9698,0.73
9699,0.73
9700,0.73
9701,0.73
9702,0.73
9703,0.73
9704,0.73
9705,0.73
9706,0.73
9707,0.73
9708,0.73
9709,0.73
9710,0.73
9711,0.73
9712,0.73
9713,0.73
9714,0.72
9715,0.72
9716,0.72
9717,0.72
9718,0.72
9719,0.72
9720,0.72
9721,0.72
9722,0.72
9723,0.72
9724,0.72
9725,0.72
9726,0.72
9727,0.72
9728,0.72
9729,0.72
9730,0.72
9731,0.72
9732,0.72
9733,0.72
9734,0.72
9735,0.72
9736,0.72
9737,0.72
9738,0.72
9739,0.72
9740,0.72
9741,0.72
9742,0.72
9743,0.72
9744,0.72
9745,0.72
9746,0.72
9747,0.72
9748,0.72
9749,0.72
9750,0.72
9751,0.72
9752,0.72
9753,0.72
9754,0.72
9755,0.72
9756,0.72
9757,0.72
9758,0.72
9759,0.72
9760,0.72
9761,0.72
9762,0.72
9763,0.72
9764,0.72
9765,0.72
9766,0.72
9767,0.72
9768,0.72
9769,0.72
9770,0.72
9771,0.72
9772,0.72
9773,0.72
9774,0.72
9775,0.72
9776,0.72
9777,0.71
9778,0.71
9779,0.71
9780,0.71
9781,0.71
9782,0.71
9783,0.71
9784,0.71
9785,0.71
9786,0.71
9787,0.71
9788,0.71
9789,0.71
9790,0.71
9791,0.71
9792,0.71
9793,0.71
9794,0.71
9795,0.71
9796,0.71
9797,0.71
9798,0.71
9799,0.71
9800,0.71
9801,0.71
9802,0.71
9803,0.71
9804,0.71
9805,0.71
9806,0.71
9807,0.71
9808,0.71
9809,0.71
9810,0.71
9811,0.71
9812,0.71
9813,0.71
9814,0.71
9815,0.71
9816,0.71
9817,0.71
9818,0.71
9819,0.71
9820,0.71
9821,0.71
9822,0.71
9823,0.71
9824,0.71
9825,0.71
9826,0.71
9827,0.71
9828,0.71
9829,0.71
9830,0.7
9831,0.7
9832,0.7
9833,0.7
9834,0.7
9835,0.7
9836,0.7
9837,0.7
9838,0.7
9839,0.7
9840,0.7
9841,0.7
9842,0.7
9843,0.7
9844,0.7
9845,0.7
9846,0.7
9847,0.7
9848,0.7
9849,0.7
9850,0.7
9851,0.7
9852,0.7
9853,0.7
9854,0.7
9855,0.7
9856,0.7
9857,0.7
9858,0.7
9859,0.7
9860,0.7
9861,0.7
9862,0.7
9863,0.7
9864,0.7
9865,0.7
9866,0.7
9867,0.7
9868,0.7
9869,0.7
9870,0.7
9871,0.7
9872,0.7
9873,0.7
9874,0.7
9875,0.7
9876,0.7
9877,0.7
9878,0.7
9879,0.7
9880,0.7
9881,0.69
9882,0.69
9883,0.69
9884,0.69
9885,0.69
9886,0.69
9887,0.69
9888,0.69
9889,0.69
9890,0.69
9891,0.69
9892,0.69
9893,0.69
9894,0.69
9895,0.69
9896,0.69
9897,0.69
9898,0.69
9899,0.69
9900,0.69
9901,0.69
9902,0.69
9903,0.69
9904,0.69
9905,0.69
9906,0.69
9907,0.69
9908,0.69
9909,0.69
9910,0.69
9911,0.69
9912,0.69
9913,0.69
9914,0.69
9915,0.69
9916,0.69
9917,0.69
9918,0.69
9919,0.69
9920,0.69
9921,0.69
9922,0.69
9923,0.69
9924,0.69
9925,0.69
9926,0.69
9927,0.69
9928,0.69
9929,0.69
9930,0.69
9931,0.69
9932,0.69
9933,0.69
9934,0.69
9935,0.69
9936,0.69
9937,0.69
9938,0.69
9939,0.69
9940,0.69
9941,0.69
9942,0.69
9943,0.69
9944,0.69
9945,0.69
9946,0.69
9947,0.69
9948,0.68
9949,0.68
9950,0.68
9951,0.68
9952,0.68
9953,0.68
9954,0.68
9955,0.68
9956,0.68
9957,0.68
9958,0.68
9959,0.68
9960,0.68
9961,0.68
9962,0.68
9963,0.68
9964,0.68
9965,0.68
9966,0.68
9967,0.68
9968,0.68
9969,0.68
9970,0.68
9971,0.68
9972,0.68
9973,0.68
9974,0.68
9975,0.68
9976,0.68
9977,0.68
9978,0.68
9979,0.68
9980,0.68
9981,0.68
9982,0.68
9983,0.68
9984,0.68
9985,0.68
9986,0.68
9987,0.68
9988,0.67
9989,0.67
9990,0.67
9991,0.67
9992,0.67
9993,0.67
9994,0.67
9995,0.67
9996,0.67
9997,0.67
9998,0.67
9999,0.67
10000,0.67
10001,0.67
10002,0.67
10003,0.67
10004,0.67
10005,0.67
10006,0.67
10007,0.67
10008,0.67
10009,0.67
10010,0.67
10011,0.67
10012,0.67
10013,0.67
10014,0.67
10015,0.67
10016,0.67
10017,0.67
10018,0.67
10019,0.67
10020,0.67
10021,0.67
10022,0.67
10023,0.67
10024,0.67
10025,0.67
10026,0.67
10027,0.67
10028,0.67
10029,0.67
10030,0.67
10031,0.67
10032,0.67
10033,0.67
10034,0.67
10035,0.67
10036,0.67
10037,0.67
10038,0.67
10039,0.67
10040,0.67
10041,0.67
10042,0.67
10043,0.67
10044,0.66
10045,0.66
10046,0.66
10047,0.66
10048,0.66
10049,0.66
10050,0.66
10051,0.66
10052,0.66
10053,0.66
10054,0.66
10055,0.66
10056,0.66
10057,0.66
10058,0.66
10059,0.66
10060,0.66
10061,0.66
10062,0.66
10063,0.66
10064,0.66
10065,0.66
10066,0.66
10067,0.66
10068,0.66
10069,0.66
10070,0.66
10071,0.66
10072,0.66
10073,0.66
10074,0.66
10075,0.66
10076,0.66
10077,0.66
10078,0.66
10079,0.66
10080,0.66
10081,0.66
10082,0.66
10083,0.66
10084,0.66
10085,0.66
10086,0.66
10087,0.66
10088,0.66
10089,0.66
10090,0.66
10091,0.66
10092,0.66
10093,0.66
10094,0.66
10095,0.66
10096,0.66
10097,0.66
10098,0.66
10099,0.66
10100,0.66
10101,0.65
10102,0.65
10103,0.65
10104,0.65
10105,0.65
10106,0.65
10107,0.65
10108,0.65
10109,0.65
10110,0.65
10111,0.65
10112,0.65
10113,0.65
10114,0.65
10115,0.65
10116,0.65
10117,0.65
10118,0.65
10119,0.65
10120,0.65
10121,0.65
10122,0.65
10123,0.65
10124,0.65
10125,0.65
10126,0.65
10127,0.65
10128,0.65
10129,0.65
10130,0.65
10131,0.65
10132,0.65
10133,0.65
10134,0.65
10135,0.65
10136,0.65
10137,0.65
10138,0.65
10139,0.65
10140,0.65
10141,0.65
10142,0.65
